x,sp500_density,norm_density,t_density
0.018000000000000016,7.4223116394302755,14.18106077855206,11.314857870979958
0.018500000000000016,6.428747667020235,13.725090632235815,10.759991470710622
0.019000000000000017,5.551942390519432,13.271222315023937,10.227360936846253
0.019500000000000017,4.811656623902906,12.820230354605412,9.716805355786095
0.020000000000000018,4.197160282989346,12.37285529786783,9.228058408012782
0.020500000000000018,3.697825601103238,11.929802113186545,8.760763192349115
0.02100000000000002,3.300568471831641,11.4917388129288,8.314486038422306
0.02150000000000002,2.9836163433168776,11.059295296164601,7.888729260528424
0.02200000000000002,2.730154633788145,10.633062410145945,7.482942833547139
0.02250000000000002,2.5247073134771876,10.213591227747681,7.096534994315944
0.02300000000000002,2.355133601278646,9.801392536766114,6.728881790278365
0.02350000000000002,2.212837721896737,9.396936535753216,6.37933561167927
0.02400000000000002,2.0897187829118207,9.000652729932815,6.047232754529542
0.024500000000000022,1.98137813188703,8.612930019705688,5.731900069448991
0.025000000000000022,1.88244291313943,8.234116973308701,5.432660756758564
0.025500000000000023,1.785347370780952,7.864522274352432,5.148839371246724
0.025999999999999995,1.6808073947141273,7.5044153342252065,4.879766101266696
0.026499999999999996,1.560121396689351,7.154027058720449,4.624780386581232
0.026999999999999996,1.417159145430668,6.8135507577201935,4.383233937972118
0.027499999999999997,1.2564637444873512,6.483143186348419,4.154493219344812
0.027999999999999997,1.09299972951344,6.162925705694851,3.937941450120915
0.028499999999999998,0.943874915502662,5.852985550998036,3.732980182320216
0.028999999999999998,0.8256142093480832,5.55337719506476,3.539030503056011
0.0295,0.750315591250998,5.264123794686458,3.35553390933835
0.03,0.7230831127391714,4.985218707887761,3.181952898207914
0.0305,0.7416845576223966,4.716627070002909,3.017771311394423
0.031,0.7977697294886553,4.458287416816279,2.8624944699730936
0.0315,0.8718336523154657,4.2101133433179285,2.715649130928951
0.032,0.9466508820526391,3.9719951870073396,2.576783294165861
0.0325,1.0055214008753008,3.7438017251214446,2.4454658853374776
0.033,1.0344148021199924,3.5253818756598423,2.3212863369433485
0.0335,1.0238135496544267,3.316566392623721,2.2038540874307846
0.034,0.9684322874488622,3.117169546468082,2.0927980155707266
0.0345,0.8715197536691833,2.9269907813826817,1.9877658251288852
0.035,0.74640790081271,2.745816341658417,1.8884233928229095
0.035500000000000004,0.6088973728862421,2.57342086005602,1.7944540907318123
0.036000000000000004,0.47320618287123495,2.409568901766295,1.705558092692531
0.036500000000000005,0.3515515683228443,2.2540164582295112,1.6214516727671753
