S,C_0,C_5,C_10,C_25
113.80000000000001,15.042219950611866,15.04221995375103,15.045798648700156,15.890657393337364
113.85,15.092219950611849,15.092219953437308,15.095694340583293,15.934888703228836
113.9,15.14221995061186,15.142219953154338,15.145592889433928,15.979154117872483
113.95,15.192219950611857,15.192219952899109,15.195494222836786,16.023453478673744
114,15.242219950611855,15.242219952669004,15.245398270033462,16.06778662742812
114.05000000000001,15.292219950611866,15.292219952461622,15.295304961889897,16.11215340632299
114.1,15.342219950611849,15.342219952274704,15.345214230864045,16.156553657939483
114.15,15.39221995061186,15.392219952106316,15.395126010974394,16.200987225254522
114.2,15.442219950611857,15.442219951954655,15.445040237768538,16.245453951642332
114.25,15.492219950611855,15.492219951818086,15.494956848292645,16.289953680876593
114.30000000000001,15.542219950611866,15.54221995169516,15.544875781061137,16.334486257131985
114.35,15.592219950611849,15.592219951584497,15.594796976027041,16.37905152498587
114.4,15.64221995061186,15.642219951484932,15.644720374552577,16.423649329420343
114.45,15.692219950611857,15.692219951395359,15.694645919380477,16.46827951582351
114.5,15.742219950611855,15.742219951314823,15.744573554605552,16.512941929991484
114.55000000000001,15.792219950611866,15.792219951242402,15.794503225646935,16.557636418129775
114.6,15.842219950611849,15.842219951177285,15.844434879220515,16.602362826855057
114.65,15.89221995061186,15.892219951118818,15.89436846331212,16.647121003196702
114.7,15.942219950611857,15.94221995106625,15.944303927150884,16.691910794598257
114.75,15.992219950611855,15.992219951019038,15.994241221183245,16.73673204891911
114.80000000000001,16.042219950611866,16.04221995097666,16.04418029704732,16.78158461443583
114.85,16.09221995061185,16.092219950938585,16.094121107547622,16.82646833984373
114.9,16.14221995061186,16.142219950904433,16.144063606630468,16.871383074258347
114.95,16.192219950611857,16.192219950873778,16.19400774935947,16.91632866721673
115,16.242219950611855,16.242219950846305,16.243953491891716,16.961304968678974
115.05000000000001,16.292219950611866,16.292219950821647,16.29390079145429,17.0063118290295
115.1,16.34221995061185,16.342219950799517,16.3438496063211,17.051349099078323
115.15,16.39221995061186,16.39221995077969,16.39379989579038,17.096416630062578
115.2,16.442219950611857,16.442219950761938,16.443751620162146,17.1415142736476
115.25,16.492219950611855,16.49221995074602,16.493704740716694,17.18664188192828
115.30000000000001,16.542219950611866,16.542219950731777,16.5436592196928,17.23179930743028
115.35,16.59221995061185,16.592219950719,16.593615020266753,17.27698640311118
115.4,16.64221995061186,16.642219950707585,16.643572106531792,17.322203022361876
115.45,16.692219950611857,16.692219950697336,16.693530443477584,17.367449019007395
115.5,16.742219950611855,16.74221995068818,16.743489996970354,17.41272424730832
115.55000000000001,16.792219950611866,16.792219950680007,16.793450733733394,17.458028561961783
115.6,16.84221995061185,16.842219950672643,16.8434126213277,17.50336181810252
115.65,16.89221995061186,16.892219950666117,16.893375628133356,17.548723871303977
115.7,16.942219950611857,16.94221995066026,16.94333972333078,17.594114577579347
115.75,16.992219950611855,16.992219950655013,16.993304876882775,17.639533793382512
115.80000000000001,17.042219950611866,17.042219950650335,17.043271059516726,17.684981375609127
115.85,17.09221995061185,17.092219950646154,17.093238242707017,17.730457181597473
115.9,17.14221995061186,17.142219950642428,17.143206398658165,17.775961069129494
115.95,17.192219950611857,17.192219950639085,17.19317550028775,17.821492896431607
116,17.242219950611855,17.242219950636112,17.243145521210195,17.867052522175655
116.05000000000001,17.292219950611866,17.292219950633466,17.293116435720563,17.91263980547977
116.1,17.34221995061185,17.342219950631076,17.343088218778718,17.958254605909147
116.15,17.39221995061186,17.392219950628984,17.3930608459939,18.00389678347696
116.2,17.442219950611857,17.442219950627106,17.443034293609486,18.04956619864511
116.25,17.492219950611855,17.492219950625426,17.49300853848814,18.095262712324896
116.30000000000001,17.542219950611866,17.54221995062393,17.542983558097248,18.140986185877964
116.35,17.59221995061185,17.592219950622578,17.592959330494494,18.18673648111681
116.4,17.64221995061186,17.64221995062138,17.642935834314173,18.23251346030571
116.45,17.692219950611857,17.69221995062034,17.69291304875317,18.278316986161173
116.5,17.742219950611855,17.742219950619386,17.742890953557662,18.324146921852687
116.55000000000001,17.792219950611866,17.792219950618573,17.792869529010034,18.370003131003486
116.6,17.84221995061185,17.84221995061779,17.842848755915895,18.41588547769088
116.65,17.89221995061186,17.892219950617132,17.892828615591526,18.461793826447177
116.7,17.942219950611857,17.942219950616547,17.942809089851536,18.507728042259842
116.75,17.992219950611855,17.99221995061602,17.992790160996748,18.5536879905725
116.80000000000001,18.042219950611866,18.04221995061556,18.042771811802496,18.5996735372851
116.85,18.09221995061185,18.09221995061513,18.092754025506736,18.64568454875456
116.9,18.14221995061186,18.142219950614773,18.142736785799173,18.69172089179527
116.95,18.192219950611857,18.19221995061443,18.192720076809806,18.7377824336795
117,18.242219950611855,18.242219950614142,18.242703883098173,18.78386904213781
117.05000000000001,18.292219950611866,18.292219950613898,18.292688189642902,18.829980585359593
117.1,18.34221995061185,18.34221995061364,18.342672981831043,18.876116931993266
117.15,18.39221995061186,18.392219950613438,18.39265824544819,18.922277951146924
117.2,18.442219950611857,18.442219950613264,18.442643966668342,18.968463512388354
117.25,18.492219950611855,18.49221995061309,18.49263013204434,19.01467348574566
117.30000000000001,18.542219950611866,18.542219950612974,18.54261672849823,19.060907741707453
117.35,18.59221995061185,18.59221995061283,18.59260374331201,19.10716615122314
117.4,18.64221995061186,18.642219950612713,18.642591164118727,19.153448585703202
117.45,18.692219950611857,18.692219950612625,18.692578978893224,19.199754917019504
117.5,18.742219950611855,18.742219950612537,18.742567175943876,19.246085017505408
117.55000000000001,18.792219950611866,18.792219950612463,18.792555743903776,19.292438759956184
117.6,18.84221995061185,18.842219950612375,18.842544671722564,19.33881601762893
117.65,18.89221995061186,18.89221995061233,18.89253394865844,19.385216664243032
117.7,18.942219950611857,18.942219950612284,18.942523564270047,19.43164057398012
117.75,18.992219950611855,18.992219950612224,18.99251350840879,19.478087621484292
117.80000000000001,19.042219950611866,19.042219950612193,19.042503771211372,19.524557681862248
117.85,19.09221995061185,19.092219950612133,19.092494343092255,19.571050630683303
117.9,19.14221995061186,19.142219950612102,19.142485214736638,19.617566343979576
117.95,19.192219950611857,19.19221995061207,19.192476377093158,19.664104698245964
118,19.242219950611855,19.24221995061204,19.242467821367228,19.71066557044024
118.05000000000001,19.292219950611866,19.29221995061205,19.292459539014217,19.757248837983084
118.1,19.34221995061185,19.342219950612005,19.34245152173284,19.803854378758004
118.15,19.39221995061186,19.392219950612002,19.392443761458907,19.850482071111486
118.2,19.442219950611857,19.442219950611957,19.442436250358867,19.89713179385282
118.25,19.492219950611855,19.492219950611954,19.49242898082386,19.943803426254078
118.30000000000001,19.542219950611866,19.54221995061195,19.542421945463644,19.99049684805017
118.35,19.59221995061185,19.59221995061192,19.59241513710083,20.037211939438606
118.4,19.64221995061186,19.64221995061193,19.642408548765204,20.083948581079525
118.45,19.692219950611857,19.69221995061193,19.692402173688137,20.130706654095505
118.5,19.742219950611855,19.74221995061191,19.742396005297266,20.177486040071443
118.55000000000001,19.792219950611866,19.792219950611923,19.792390037211092,20.22428662105449
118.6,19.84221995061185,19.842219950611906,19.842384263233896,20.271108279553687
118.65,19.89221995061186,19.892219950611903,19.892378677350763,20.317950898540104
118.7,19.942219950611857,19.9422199506119,19.94237327372258,20.364814361446292
118.75,19.992219950611855,19.992219950611883,19.99236804668132,20.411698552166328
118.80000000000001,20.042219950611866,20.042219950611894,20.042362990725408,20.4586033550555
118.85,20.09221995061185,20.092219950611877,20.092358100515014,20.50552865492999
118.9,20.14221995061186,20.142219950611874,20.14235337086788,20.552474337066812
118.95,20.192219950611857,20.19221995061187,20.192348796754757,20.59944028720325
119,20.242219950611855,20.242219950611883,20.242344373295282,20.64642639153685
119.05000000000001,20.292219950611866,20.292219950611894,20.29234009575397,20.69343253672497
119.1,20.34221995061185,20.342219950611863,20.342335959535944,20.740458609884385
119.15,20.39221995061186,20.39221995061186,20.392331960183355,20.78750449859122
119.2,20.442219950611857,20.44221995061187,20.44232809337133,20.834570090880277
119.25,20.492219950611855,20.49221995061187,20.49232435490437,20.88165527524488
119.30000000000001,20.542219950611866,20.54221995061188,20.54232074071271,20.928759940636425
119.35,20.59221995061185,20.592219950611863,20.592317246848808,20.975883976463948
119.4,20.64221995061186,20.642219950611874,20.6423138694839,21.023027272593893
119.45,20.692219950611857,20.69221995061187,20.692310604904648,21.070189719349415
119.5,20.742219950611855,20.74221995061187,20.742307449509937,21.117371207510132
119.55000000000001,20.792219950611866,20.79221995061188,20.79230439980762,21.164571628311663
119.6,20.84221995061185,20.842219950611863,20.842301452411476,21.211790873445068
119.65,20.89221995061186,20.892219950611846,20.892298604038245,21.259028835056526
119.7,20.942219950611857,20.94221995061187,20.942295851504582,21.30628540574662
119.75,20.992219950611855,20.992219950611855,20.992293191724258,21.353560478570046
119.80000000000001,21.042219950611866,21.042219950611866,21.042290621705476,21.400853947035003
119.85,21.09221995061185,21.09221995061185,21.09228813854797,21.44816570510261
119.9,21.14221995061186,21.142219950611846,21.14228573944058,21.49549564718646
119.95,21.192219950611857,21.19221995061187,21.192283421658487,21.542843668152045
120,21.242219950611855,21.242219950611855,21.242281182560873,21.590209663316102
