x,y
3.42,0.9996868943214188
3.4299999999999997,0.9996982093753913
3.4399999999999995,0.9997091429067092
3.4499999999999993,0.9997197067231838
3.460000000000001,0.9997299123060365
3.4700000000000006,0.9997397708175725
3.4800000000000004,0.9997492931087195
3.49,0.9997584897264321
3.5,0.9997673709209645
3.51,0.999775946653009
3.5199999999999996,0.9997842266007053
3.5299999999999994,0.9997922201665194
3.540000000000001,0.9997999364839927
3.5500000000000007,0.9998073844243643
3.5600000000000005,0.9998145726030667
3.5700000000000003,0.9998215093860952
3.58,0.9998282028962541
3.59,0.9998346610192799
3.5999999999999996,0.9998408914098424
3.6099999999999994,0.9998469014974263
3.620000000000001,0.9998526984920926
3.630000000000001,0.9998582893901242
3.6400000000000006,0.9998636809795542
3.6500000000000004,0.9998688798455795
3.66,0.9998738923758616
3.67,0.9998787247657146
3.6799999999999997,0.9998833830231846
3.6899999999999995,0.9998878729740177
3.700000000000001,0.9998922002665226
3.710000000000001,0.999896370376326
3.7200000000000006,0.999900388611024
3.7300000000000004,0.9999042601147311
3.74,0.9999079898725259
3.75,0.9999115827147992
3.76,0.999915043321502
3.7699999999999996,0.9999183762262973
3.7799999999999994,0.9999215858206164
3.790000000000001,0.9999246763576213
3.8000000000000007,0.9999276519560749
3.8100000000000005,0.9999305166041201
3.8200000000000003,0.9999332741629703
3.83,0.9999359283705112
3.84,0.9999384828448168
3.8499999999999996,0.999940941087581
3.8599999999999994,0.9999433064874658
3.870000000000001,0.9999455823233663
3.880000000000001,0.9999477717675982
3.8900000000000006,0.9999498778890038
3.9000000000000004,0.9999519036559824
3.91,0.9999538519394437
3.92,0.9999557255156879
3.9299999999999997,0.9999575270692113
3.9399999999999995,0.9999592591954415
3.950000000000001,0.9999609244034022
3.960000000000001,0.999962525118309
3.9700000000000006,0.9999640636840972
3.9800000000000004,0.999965542365885
3.99,0.9999669633523706
4,0.9999683287581669
4.01,0.9999696406260734
4.02,0.9999709009292881
4.029999999999999,0.9999721115735595
4.040000000000001,0.9999732743992805
4.050000000000001,0.9999743911835259
4.0600000000000005,0.9999754636420336
4.07,0.9999764934311314
4.08,0.9999774821496115
4.09,0.9999784313405519
4.1,0.9999793424930875
4.109999999999999,0.9999802170441318
4.120000000000001,0.9999810563800494
4.130000000000001,0.9999818618382819
4.140000000000001,0.9999826347089263
4.15,0.9999833762362703
4.16,0.9999840876202809
4.17,0.999984770018052
4.18,0.9999854245452091
4.1899999999999995,0.9999860522772731
4.200000000000001,0.9999866542509841
4.210000000000001,0.9999872314655862
4.220000000000001,0.9999877848840747
4.23,0.9999883154344053
4.24,0.9999888240106679
4.25,0.9999893114742251
4.26,0.999989778654816
4.27,0.999990226351627
4.279999999999999,0.9999906553343298
4.290000000000001,0.9999910663440872
4.300000000000001,0.999991460094529
4.3100000000000005,0.9999918372726972
4.32,0.9999921985399619
4.33,0.9999925445329086
4.34,0.9999928758641985
4.35,0.9999931931234006
4.359999999999999,0.999993496877799
4.370000000000001,0.9999937876731732
4.380000000000001,0.9999940660345544
4.390000000000001,0.9999943324669581
4.4,0.9999945874560923
4.41,0.9999948314690428
4.42,0.9999950649549375
4.43,0.9999952883455882
4.4399999999999995,0.9999955020561114
4.450000000000001,0.99999570648553
4.460000000000001,0.9999959020173533
4.470000000000001,0.9999960890201397
4.48,0.9999962678480395
4.49,0.9999964388413204
4.5,0.9999966023268753
4.51,0.9999967586187126
4.52,0.999996908018431
4.529999999999999,0.9999970508156771
4.540000000000001,0.9999971872885883
4.550000000000001,0.9999973177042204
4.5600000000000005,0.9999974423189606
4.57,0.9999975613789263
4.58,0.9999976751203501
4.59,0.9999977837699519
4.6,0.9999978875452975
4.609999999999999,0.9999979866551452
4.620000000000001,0.9999980812997801
4.630000000000001,0.9999981716713364
4.640000000000001,0.9999982579541097
4.65,0.9999983403248557
4.66,0.9999984189530811
4.67,0.9999984940013225
4.68,0.9999985656254156
4.6899999999999995,0.9999986339747554
4.700000000000001,0.9999986991925461
4.710000000000001,0.9999987614160426
4.720000000000001,0.9999988207767835
4.73,0.9999988774008146
4.74,0.9999989314089055
4.75,0.9999989829167575
4.76,0.999999032035204
4.77,0.9999990788704038
4.779999999999999,0.9999991235240271
4.790000000000001,0.9999991660934341
4.800000000000001,0.999999206671848
4.8100000000000005,0.9999992453485208
4.82,0.999999282208893
4.83,0.9999993173347475
4.84,0.9999993508043571
4.85,0.999999382692628
4.859999999999999,0.9999994130712355
4.870000000000001,0.9999994420087568
4.880000000000001,0.999999469570797
4.890000000000001,0.9999994958201116
4.9,0.9999995208167234
4.91,0.9999995446180352
4.92,0.9999995672789381
4.93,0.9999995888519162
4.9399999999999995,0.9999996093871457
4.950000000000001,0.9999996289325921
4.960000000000001,0.9999996475341019
4.970000000000001,0.9999996652354918
4.98,0.9999996820786338
4.99,0.9999996981035375
5,0.9999997133484281
