date,benchmark_growth,strategy_growth,mkt_growth,rf_growth
1927-01-01,1,1,1,1
1927-01-31,1.0022,1.0020347222222221,1.0019,1.0025
1927-02-28,1.0257517,1.0370233624164094,1.04638436,1.0051065
1927-03-31,1.029495693705,1.041154892298481,1.050883812748,1.0081218194999997
1927-04-30,1.034437273034784,1.0471280364768898,1.0583450878185106,1.0106421240487498
1927-05-31,1.0656772786804343,1.088640845745218,1.119094095859293,1.0136740504208959
1927-06-30,1.0559796154444425,1.0746064508421524,1.0958169386654197,1.01630960295199
1927-07-31,1.097479614331409,1.1264099443175417,1.1786606992285256,1.019358531760846
1927-08-31,1.1113627314527013,1.1422513878747205,1.2051805649611673,1.0222127356497763
1927-09-30,1.1401470261973263,1.1723391355434798,1.2650780390397374,1.0243593823946409
1927-10-31,1.1184272253482672,1.149655187395113,1.213715870654724,1.0269202808506273
1927-11-30,1.1575721782354564,1.1876166952333451,1.2961271782721797,1.0290768134404136
1927-12-31,1.172215466290135,1.2010887221198985,1.326067716090267,1.0313407824299825
1928-01-31,1.1711604723704738,1.2007639833172512,1.3203656249110787,1.0339191343860574
1928-02-29,1.1650704379141474,1.1966936157775063,1.302276615849797,1.0373310675295315
1928-03-31,1.2197704949742167,1.2401878884627977,1.4207837878921283,1.040339327625367
1928-04-30,1.2482521360318646,1.2618601718136848,1.484008666453328,1.042628074146143
1928-05-31,1.2617332591010086,1.2726911382884192,1.5113144259160696,1.0459644839834106
1928-06-30,1.2350476006710225,1.2549182422257654,1.44270075097948,1.0492069738837593
1928-07-31,1.24282840055525,1.2614554366986932,1.4562621380386873,1.0525644362001874
1928-08-31,1.2883159200155718,1.2896793340805333,1.5582004877013955,1.055932642396028
1928-09-30,1.310346122247838,1.3030490098438348,1.607283803063989,1.0587836605304972
1928-10-31,1.3244323430620024,1.3124834466331625,1.6352505412373026,1.0631246735386723
1928-11-30,1.4076729158234493,1.3476106077673582,1.8345875822141302,1.0671645472981193
1928-12-31,1.4110513308214254,1.3492614307618733,1.8422928500594293,1.0678048460264982
1929-01-31,1.4487264013543575,1.3622905487817025,1.934407492562401,1.0714353825029883
1929-02-28,1.4514789815169309,1.3664013866506652,1.9347943740609135,1.075292549879999
1929-03-31,1.449954928586338,1.3694707290247528,1.9241530050035782,1.0789485445495912
1929-04-30,1.4655419440686412,1.3761234403023714,1.9585953437931423,1.0828327593099698
1929-05-31,1.4251662635095501,1.3756647324889375,1.8420589208374505,1.0875972234509335
1929-06-30,1.5016976918600131,1.3954825841004457,2.030317342547038,1.0932527290128784
1929-07-31,1.5401411527716296,1.4023928071187506,2.127569543255041,1.0968604630186212
1929-08-31,1.6092934905310756,1.4080023783472255,2.310115010066324,1.1012479048706956
1929-09-30,1.5709118407819094,1.4129303866714409,2.191837121550928,1.105102272537743
1929-10-31,1.4201043040668462,1.4161395702256123,1.7609219434540155,1.1101857429914166
1929-11-30,1.3348980458228354,1.3867159925533181,1.543095899048754,1.114293430240485
1929-12-31,1.3487142405971018,1.3941095641867627,1.5693285293325832,1.1184163159323748
1930-01-31,1.3884338749826863,1.400949414236054,1.6595649197692068,1.1199820987746802
1930-02-28,1.4099546000449181,1.4052333359402338,1.7060327375227442,1.123342045071004
1930-03-31,1.4649428294466698,1.4101516526160247,1.8331321764681887,1.1272737422287527
1930-04-30,1.4529302982452073,1.4131129710865185,1.7992192312035273,1.129641017087433
1930-05-31,1.4446485955452095,1.4167870648113432,1.774030161966678,1.1325780837318602
1930-06-30,1.3310269835055788,1.4206123898863339,1.4901853360520096,1.135636044557936
1930-07-31,1.3611081933328046,1.4234536146661065,1.5545613425694564,1.1379073166470521
1930-08-31,1.3643748529968034,1.424734722919306,1.560624131805477,1.1389314332320344
1930-09-30,1.2803975807948502,1.4245051823250579,1.3650779280902507,1.1414370823851447
1930-10-31,1.2253404848206715,1.4081266701940194,1.246452656139208,1.1424643757592914
1930-11-30,1.2083082520816641,1.401435460868616,1.210180883845557,1.1439495794477785
1930-12-31,1.1626946155655815,1.3772344222537412,1.1171179738778336,1.1455511088590054
1931-01-31,1.200714729494576,1.3983979245423737,1.1885018124086273,1.147269435522294
1931-02-28,1.2665138966708787,1.4264280340520898,1.3182862103236492,1.1477283432965029
1931-03-31,1.2274419429585819,1.414269716211843,1.2352341790732593,1.1492203901427884
1931-04-30,1.1671745435593155,1.3824021600277012,1.1129459953450067,1.1501397664549025
1931-05-31,1.0909580458648922,1.3336520038547244,0.9665935969571383,1.1511748922447118
1931-06-30,1.167652396489194,1.3857835962813287,1.1017233818117462,1.1520958321585075
1931-07-31,1.1297036936032954,1.3628309139014394,1.0294503279648957,1.1527870896578025
1931-08-31,1.1323584972832632,1.3647272047865,1.0339799094079412,1.1531329257846998
1931-09-30,0.9677701897031409,1.2271001525471348,0.7330917557702302,1.1534788656624353
1931-10-31,1.0076423215189103,1.266694584135989,0.792765424689927,1.1546323445280975
